date,tempC,humidity,precipMM,windspeedKmph,UVIndex
2021-02-28,16.0,78.0,0.0,7.0,3.0
2021-03-01,20.0,62.0,0.0,8.0,5.0
2021-03-02,19.0,60.0,0.0,6.0,5.0
2021-03-03,17.0,71.0,0.0,7.0,4.0
2021-03-04,16.0,77.0,0.0,7.0,3.0
2021-03-05,16.0,80.0,1.0,5.0,3.0
2021-03-06,18.0,76.0,0.1,5.0,3.0
2021-03-07,19.0,76.0,1.3,6.0,3.0
2021-03-08,17.0,86.0,6.9,7.0,3.0
2021-03-09,14.0,84.0,13.9,12.0,3.0
2021-03-10,14.0,75.0,1.0,6.0,3.0
2021-03-11,15.0,72.0,0.0,7.0,4.0
2021-03-12,19.0,54.0,0.0,8.0,4.0
2021-03-13,16.0,77.0,3.5,8.0,3.0
2021-03-14,16.0,75.0,2.2,11.0,3.0
2021-03-15,15.0,71.0,1.7,8.0,3.0
2021-03-16,14.0,75.0,1.5,10.0,3.0
2021-03-17,15.0,76.0,1.3,8.0,3.0
2021-03-18,14.0,76.0,3.1,7.0,3.0
2021-03-19,11.0,81.0,14.1,7.0,2.0
2021-03-20,13.0,82.0,6.3,10.0,3.0
2021-03-21,12.0,75.0,16.0,20.0,3.0
2021-03-22,12.0,83.0,32.8,23.0,2.0
2021-03-23,14.0,75.0,6.5,9.0,3.0
2021-03-24,16.0,63.0,0.0,9.0,4.0
2021-03-25,17.0,65.0,0.0,8.0,4.0
2021-03-26,20.0,59.0,0.0,8.0,4.0
2021-03-27,21.0,57.0,0.0,11.0,5.0
2021-03-28,22.0,50.0,0.0,9.0,4.0
2021-03-29,21.0,68.0,0.0,9.0,5.0
2021-03-30,21.0,74.0,0.0,7.0,5.0
2021-03-31,21.0,65.0,0.0,7.0,5.0
2021-04-01,24.0,56.0,0.0,10.0,5.0
2021-04-02,19.0,65.0,0.5,10.0,4.0
2021-04-03,19.0,70.0,0.1,8.0,5.0
2021-04-04,18.0,78.0,0.4,10.0,3.0
2021-04-05,16.0,82.0,21.8,10.0,3.0
2021-04-06,19.0,67.0,0.0,7.0,4.0
2021-04-07,15.0,75.0,0.7,13.0,3.0
2021-04-08,17.0,74.0,0.0,9.0,4.0
2021-04-09,22.0,65.0,0.0,8.0,4.0
2021-04-10,21.0,65.0,0.0,10.0,4.0
2021-04-11,21.0,67.0,0.2,10.0,4.0
2021-04-12,18.0,85.0,14.5,10.0,4.0
2021-04-13,16.0,75.0,0.1,13.0,3.0
2021-04-14,17.0,74.0,4.4,9.0,3.0
2021-04-15,17.0,91.0,15.2,11.0,3.0
2021-04-16,14.0,93.0,38.1,18.0,3.0
2021-04-17,14.0,79.0,13.4,13.0,3.0
2021-04-18,13.0,75.0,15.8,13.0,3.0
2021-04-19,17.0,57.0,0.0,9.0,4.0
2021-04-20,19.0,59.0,0.0,6.0,4.0
2021-04-21,21.0,70.0,0.0,7.0,4.0
2021-04-22,18.0,67.0,0.8,6.0,4.0
2021-04-23,17.0,79.0,3.3,10.0,4.0
2021-04-24,21.0,75.0,0.0,11.0,5.0
2021-04-25,24.0,62.0,0.0,10.0,6.0
2021-04-26,21.0,67.0,0.0,11.0,5.0
2021-04-27,21.0,69.0,0.0,7.0,4.0
2021-04-28,21.0,69.0,0.0,8.0,4.0
2021-04-29,20.0,79.0,0.0,8.0,5.0
2021-04-30,21.0,74.0,0.0,9.0,4.0
2021-05-01,19.0,77.0,1.8,11.0,4.0
2021-05-02,19.0,78.0,2.0,8.0,4.0
2021-05-03,20.0,91.0,13.9,8.0,4.0
2021-05-04,21.0,87.0,1.8,9.0,4.0
2021-05-05,19.0,89.0,3.5,6.0,4.0
2021-05-06,18.0,93.0,16.4,6.0,4.0
2021-05-07,22.0,79.0,0.7,7.0,5.0
2021-05-08,25.0,59.0,0.0,10.0,6.0
2021-05-09,28.0,54.0,0.0,11.0,6.0
2021-05-10,22.0,71.0,1.7,11.0,4.0
2021-05-11,20.0,77.0,0.3,16.0,4.0
2021-05-12,20.0,54.0,0.0,9.0,5.0
2021-05-13,21.0,59.0,0.0,9.0,5.0
2021-05-14,21.0,68.0,1.3,10.0,4.0
2021-05-15,24.0,69.0,0.0,8.0,5.0
2021-05-16,27.0,54.0,0.0,7.0,6.0
2021-05-17,24.0,69.0,0.0,8.0,6.0
2021-05-18,21.0,80.0,0.0,9.0,5.0
2021-05-19,22.0,78.0,0.0,8.0,5.0
2021-05-20,19.0,70.0,0.0,10.0,5.0
2021-05-21,26.0,62.0,0.0,11.0,6.0
2021-05-22,24.0,66.0,0.0,8.0,6.0
2021-05-23,27.0,77.0,0.1,11.0,5.0
2021-05-24,21.0,78.0,0.1,17.0,4.0
2021-05-25,21.0,78.0,0.0,12.0,4.0
2021-05-26,24.0,75.0,0.0,10.0,6.0
2021-05-27,22.0,80.0,0.0,8.0,5.0
2021-05-28,23.0,82.0,0.0,8.0,5.0
2021-05-29,22.0,83.0,0.3,9.0,4.0
2021-05-30,24.0,65.0,0.0,8.0,6.0
2021-05-31,25.0,60.0,0.1,7.0,5.0
2021-06-01,29.0,62.0,0.3,9.0,5.0
2021-06-02,24.0,74.0,0.0,8.0,6.0
2021-06-03,26.0,73.0,0.0,7.0,5.0
2021-06-04,29.0,70.0,0.7,10.0,5.0
2021-06-05,26.0,65.0,0.0,8.0,5.0
2021-06-06,22.0,85.0,3.0,9.0,5.0
2021-06-07,23.0,81.0,2.8,8.0,4.0
2021-06-08,25.0,64.0,0.0,7.0,6.0
2021-06-09,26.0,50.0,0.0,8.0,6.0
2021-06-10,26.0,54.0,0.0,8.0,6.0
2021-06-11,26.0,55.0,0.0,10.0,6.0
2021-06-12,27.0,53.0,0.0,9.0,6.0
2021-06-13,28.0,46.0,0.0,9.0,6.0
2021-06-14,28.0,46.0,0.0,8.0,7.0
2021-06-15,30.0,44.0,0.0,11.0,7.0
2021-06-16,32.0,53.0,0.0,9.0,7.0
2021-06-17,33.0,64.0,0.0,10.0,6.0
2021-06-18,28.0,63.0,0.0,9.0,5.0
2021-06-19,30.0,57.0,0.0,14.0,6.0
2021-06-20,25.0,71.0,0.0,10.0,5.0
2021-06-21,26.0,54.0,0.0,7.0,6.0
2021-06-22,26.0,55.0,0.0,8.0,6.0
2021-06-23,24.0,70.0,0.6,6.0,5.0
2021-06-24,25.0,70.0,0.1,10.0,6.0
2021-06-25,26.0,77.0,0.0,10.0,6.0
2021-06-26,27.0,55.0,0.0,9.0,6.0
2021-06-27,27.0,73.0,0.9,10.0,5.0
2021-06-28,28.0,67.0,0.0,7.0,5.0
2021-06-29,27.0,62.0,0.0,8.0,6.0
2021-06-30,27.0,65.0,0.0,9.0,6.0
2021-07-01,29.0,63.0,0.0,8.0,6.0
2021-07-02,30.0,51.0,0.0,8.0,7.0
2021-07-03,32.0,39.0,0.0,7.0,7.0
2021-07-04,32.0,35.0,0.0,7.0,7.0
2021-07-05,31.0,42.0,0.0,8.0,7.0
2021-07-06,33.0,40.0,0.0,9.0,7.0
2021-07-07,31.0,47.0,0.0,9.0,7.0
2021-07-08,28.0,68.0,1.2,10.0,6.0
2021-07-09,28.0,73.0,0.4,13.0,7.0
2021-07-10,30.0,57.0,0.0,9.0,7.0
2021-07-11,34.0,41.0,0.0,8.0,7.0
2021-07-12,38.0,35.0,0.0,10.0,8.0
2021-07-13,30.0,69.0,1.6,13.0,6.0
2021-07-14,26.0,67.0,0.1,11.0,5.0
2021-07-15,28.0,64.0,0.0,13.0,5.0
2021-07-16,27.0,70.0,0.1,11.0,5.0
2021-07-17,28.0,61.0,0.0,9.0,6.0
2021-07-18,29.0,55.0,0.0,9.0,6.0
2021-07-19,29.0,55.0,0.0,8.0,7.0
2021-07-20,30.0,54.0,0.0,8.0,7.0
2021-07-21,33.0,47.0,0.0,10.0,7.0
2021-07-22,34.0,38.0,0.0,13.0,7.0
2021-07-23,35.0,35.0,0.0,10.0,8.0
2021-07-24,39.0,29.0,0.0,10.0,7.0
2021-07-25,33.0,42.0,0.0,10.0,7.0
2021-07-26,29.0,57.0,0.0,9.0,7.0
2021-07-27,30.0,60.0,0.0,9.0,7.0
2021-07-28,33.0,49.0,0.0,8.0,7.0
2021-07-29,32.0,48.0,0.3,7.0,6.0
2021-07-30,33.0,46.0,0.0,6.0,7.0
2021-07-31,34.0,41.0,0.0,9.0,8.0
2021-08-01,29.0,58.0,0.1,9.0,6.0
2021-08-02,28.0,75.0,0.0,14.0,7.0
2021-08-03,30.0,76.0,0.1,10.0,7.0
2021-08-04,28.0,76.0,0.8,8.0,6.0
2021-08-05,30.0,72.0,0.0,8.0,7.0
2021-08-06,32.0,45.0,0.0,7.0,7.0
2021-08-07,32.0,46.0,0.0,8.0,7.0
2021-08-08,30.0,60.0,0.0,7.0,7.0
2021-08-09,34.0,56.0,0.0,9.0,6.0
2021-08-10,41.0,28.0,0.0,12.0,8.0
2021-08-11,40.0,36.0,0.0,10.0,8.0
2021-08-12,38.0,28.0,0.0,10.0,8.0
2021-08-13,35.0,37.0,0.0,8.0,8.0
2021-08-14,35.0,40.0,0.0,7.0,8.0
2021-08-15,35.0,37.0,0.0,8.0,8.0
2021-08-16,35.0,44.0,0.0,9.0,8.0
2021-08-17,28.0,74.0,0.2,13.0,6.0
2021-08-18,28.0,68.0,0.0,10.0,6.0
2021-08-19,31.0,59.0,0.0,10.0,7.0
2021-08-20,31.0,55.0,0.0,9.0,7.0
2021-08-21,33.0,49.0,0.0,11.0,7.0
2021-08-22,35.0,36.0,0.0,13.0,7.0
2021-08-23,34.0,40.0,0.0,10.0,6.0
2021-08-24,30.0,59.0,0.0,10.0,7.0
2021-08-25,30.0,57.0,0.0,9.0,6.0
2021-08-26,30.0,66.0,0.1,8.0,6.0
2021-08-27,32.0,53.0,0.0,6.0,7.0
2021-08-28,34.0,40.0,0.0,9.0,7.0
2021-08-29,30.0,71.0,0.9,8.0,7.0
2021-08-30,31.0,65.0,0.0,8.0,6.0
2021-08-31,31.0,60.0,0.0,8.0,6.0
2021-09-01,35.0,54.0,0.0,14.0,7.0
2021-09-02,31.0,68.0,0.2,12.0,7.0
2021-09-03,30.0,78.0,0.1,8.0,7.0
2021-09-04,29.0,76.0,0.0,7.0,6.0
2021-09-05,30.0,67.0,0.0,9.0,7.0
2021-09-06,30.0,50.0,0.0,10.0,7.0
2021-09-07,30.0,46.0,0.0,10.0,7.0
2021-09-08,35.0,41.0,0.0,7.0,7.0
2021-09-09,30.0,68.0,0.1,9.0,7.0
2021-09-10,30.0,65.0,0.2,10.0,7.0
2021-09-11,29.0,68.0,2.8,9.0,5.0
2021-09-12,31.0,53.0,0.0,10.0,7.0
2021-09-13,32.0,45.0,0.0,10.0,7.0
2021-09-14,37.0,39.0,0.0,11.0,8.0
2021-09-15,35.0,44.0,0.0,9.0,8.0
2021-09-16,30.0,63.0,0.4,12.0,6.0
2021-09-17,30.0,54.0,0.6,9.0,6.0
2021-09-18,29.0,74.0,0.1,8.0,6.0
2021-09-19,29.0,74.0,0.1,7.0,5.0
2021-09-20,27.0,72.0,0.0,10.0,5.0
2021-09-21,28.0,67.0,10.4,10.0,5.0
2021-09-22,30.0,65.0,0.0,10.0,6.0
2021-09-23,34.0,49.0,0.0,12.0,6.0
2021-09-24,35.0,36.0,0.0,9.0,7.0
2021-09-25,31.0,50.0,0.0,8.0,7.0
2021-09-26,28.0,78.0,0.2,6.0,6.0
2021-09-27,26.0,83.0,0.2,7.0,5.0
2021-09-28,28.0,74.0,0.0,6.0,6.0
2021-09-29,28.0,68.0,0.0,7.0,6.0
2021-09-30,25.0,76.0,0.0,9.0,6.0
2021-10-01,25.0,74.0,0.0,8.0,5.0
2021-10-02,26.0,68.0,0.0,7.0,6.0
2021-10-03,31.0,59.0,0.0,8.0,6.0
2021-10-04,25.0,71.0,0.1,12.0,5.0
2021-10-05,25.0,66.0,2.1,8.0,5.0
2021-10-06,25.0,64.0,2.1,8.0,5.0
2021-10-07,24.0,65.0,3.4,10.0,5.0
2021-10-08,25.0,63.0,0.2,9.0,5.0
2021-10-09,22.0,69.0,7.9,9.0,4.0
2021-10-10,24.0,69.0,10.1,6.0,4.0
2021-10-11,24.0,64.0,1.8,8.0,4.0
2021-10-12,23.0,59.0,0.0,8.0,4.0
2021-10-13,22.0,66.0,3.8,12.0,4.0
2021-10-14,21.0,68.0,7.8,11.0,4.0
2021-10-15,22.0,69.0,0.1,7.0,4.0
2021-10-16,24.0,55.0,0.0,5.0,5.0
2021-10-17,25.0,57.0,0.0,7.0,5.0
2021-10-18,23.0,72.0,0.0,8.0,5.0
2021-10-19,24.0,63.0,0.0,10.0,5.0
2021-10-20,27.0,41.0,0.0,11.0,6.0
2021-10-21,26.0,47.0,0.0,11.0,5.0
2021-10-22,24.0,59.0,0.0,8.0,5.0
2021-10-23,23.0,72.0,2.1,8.0,4.0
2021-10-24,21.0,77.0,6.3,11.0,4.0
2021-10-25,21.0,80.0,7.8,10.0,4.0
2021-10-26,21.0,80.0,1.0,7.0,4.0
2021-10-27,22.0,74.0,0.0,7.0,5.0
2021-10-28,21.0,75.0,0.3,6.0,4.0
2021-10-29,22.0,68.0,0.0,6.0,5.0
2021-10-30,25.0,54.0,0.0,7.0,6.0
2021-10-31,26.0,49.0,0.4,10.0,6.0
2021-11-01,26.0,71.0,6.9,13.0,5.0
2021-11-02,22.0,81.0,1.3,6.0,5.0
2021-11-03,21.0,83.0,18.3,13.0,4.0
2021-11-04,18.0,74.0,4.1,8.0,4.0
2021-11-05,17.0,77.0,3.0,12.0,3.0
2021-11-06,17.0,70.0,1.1,9.0,3.0
2021-11-07,17.0,75.0,7.6,18.0,3.0
2021-11-08,16.0,83.0,24.5,22.0,3.0
2021-11-09,16.0,75.0,33.6,17.0,3.0
2021-11-10,20.0,69.0,1.7,11.0,4.0
2021-11-11,19.0,69.0,0.0,8.0,4.0
2021-11-12,21.0,72.0,0.0,10.0,4.0
2021-11-13,19.0,72.0,0.8,13.0,4.0
2021-11-14,17.0,76.0,10.3,11.0,4.0
2021-11-15,18.0,75.0,7.6,10.0,4.0
2021-11-16,16.0,84.0,16.2,17.0,3.0
2021-11-17,16.0,83.0,8.9,13.0,3.0
2021-11-18,16.0,82.0,2.9,8.0,3.0
2021-11-19,18.0,78.0,0.0,7.0,4.0
2021-11-20,20.0,65.0,2.0,7.0,4.0
2021-11-21,19.0,74.0,4.3,9.0,4.0
2021-11-22,18.0,72.0,3.7,10.0,4.0
2021-11-23,21.0,61.0,0.0,9.0,5.0
2021-11-24,17.0,74.0,5.4,10.0,3.0
2021-11-25,17.0,69.0,1.5,11.0,3.0
2021-11-26,18.0,66.0,4.5,11.0,3.0
2021-11-27,16.0,66.0,0.5,17.0,3.0
2021-11-28,13.0,68.0,10.5,24.0,3.0
2021-11-29,13.0,76.0,15.0,30.0,3.0
2021-11-30,14.0,85.0,8.0,10.0,3.0
2021-12-01,17.0,70.0,0.0,8.0,4.0
2021-12-02,15.0,75.0,10.2,15.0,3.0
2021-12-03,12.0,76.0,21.6,22.0,3.0
2021-12-04,17.0,71.0,0.0,13.0,3.0
2021-12-05,16.0,71.0,10.0,24.0,3.0
2021-12-06,12.0,71.0,39.3,27.0,3.0
2021-12-07,18.0,71.0,0.0,13.0,4.0
2021-12-08,19.0,67.0,6.6,15.0,3.0
2021-12-09,14.0,69.0,18.9,28.0,3.0
2021-12-10,18.0,71.0,0.5,23.0,3.0
2021-12-11,15.0,79.0,10.4,23.0,3.0
2021-12-12,14.0,64.0,1.2,13.0,3.0
2021-12-13,16.0,66.0,0.0,7.0,4.0
2021-12-14,16.0,56.0,0.0,7.0,4.0
2021-12-15,14.0,72.0,0.0,7.0,3.0
2021-12-16,16.0,65.0,0.0,6.0,4.0
2021-12-17,17.0,69.0,0.0,7.0,4.0
2021-12-18,17.0,67.0,0.0,7.0,4.0
2021-12-19,17.0,63.0,0.0,6.0,4.0
2021-12-20,17.0,60.0,0.7,9.0,3.0
2021-12-21,18.0,57.0,0.0,7.0,3.0
2021-12-22,18.0,62.0,0.0,6.0,4.0
2021-12-23,18.0,71.0,0.0,6.0,4.0
2021-12-24,21.0,63.0,0.0,10.0,5.0
2021-12-25,19.0,64.0,0.0,10.0,4.0
2021-12-26,19.0,68.0,0.0,8.0,4.0
2021-12-27,20.0,70.0,0.1,13.0,4.0
2021-12-28,20.0,80.0,0.0,18.0,5.0
2021-12-29,19.0,74.0,0.0,11.0,5.0
2021-12-30,19.0,67.0,0.0,8.0,4.0
2021-12-31,18.0,69.0,0.0,7.0,4.0
2022-01-01,17.0,61.0,0.0,6.0,4.0
2022-01-02,17.0,54.0,0.0,7.0,4.0
2022-01-03,17.0,58.0,0.0,6.0,4.0
2022-01-04,20.0,45.0,0.0,8.0,4.0
2022-01-05,15.0,65.0,0.1,18.0,3.0
2022-01-06,11.0,83.0,24.8,13.0,2.0
2022-01-07,11.0,71.0,13.9,26.0,2.0
2022-01-08,13.0,75.0,11.2,25.0,3.0
2022-01-09,15.0,71.0,0.0,24.0,3.0
2022-01-10,15.0,79.0,12.9,27.0,3.0
2022-01-11,12.0,75.0,2.2,18.0,3.0
2022-01-12,13.0,71.0,4.6,13.0,3.0
2022-01-13,12.0,74.0,4.4,8.0,2.0
2022-01-14,13.0,77.0,1.2,7.0,2.0
2022-01-15,15.0,71.0,0.3,7.0,3.0
2022-01-16,15.0,67.0,0.0,7.0,3.0
2022-01-17,14.0,66.0,0.0,8.0,3.0
2022-01-18,15.0,66.0,0.0,9.0,3.0
2022-01-19,17.0,60.0,0.0,7.0,4.0
2022-01-20,15.0,68.0,0.0,7.0,4.0
2022-01-21,13.0,75.0,0.4,8.0,2.0
2022-01-22,12.0,78.0,5.1,7.0,2.0
2022-01-23,15.0,69.0,0.0,9.0,4.0
2022-01-24,15.0,63.0,0.0,9.0,4.0
2022-01-25,17.0,69.0,0.0,8.0,4.0
2022-01-26,17.0,58.0,0.0,8.0,4.0
2022-01-27,17.0,59.0,0.0,7.0,4.0
2022-01-28,15.0,63.0,0.0,7.0,4.0
2022-01-29,14.0,61.0,0.0,12.0,4.0
2022-01-30,15.0,70.0,0.0,9.0,4.0
2022-01-31,18.0,49.0,0.4,10.0,4.0
2022-02-01,12.0,76.0,1.8,26.0,3.0
2022-02-02,15.0,80.0,2.6,15.0,3.0
2022-02-03,19.0,52.0,0.0,9.0,4.0
2022-02-04,19.0,52.0,0.0,9.0,3.0
2022-02-05,15.0,73.0,0.0,8.0,4.0
2022-02-06,14.0,79.0,0.0,7.0,3.0
2022-02-07,15.0,80.0,0.0,5.0,4.0
2022-02-08,16.0,72.0,1.0,9.0,3.0
2022-02-09,18.0,64.0,0.0,9.0,4.0
2022-02-10,18.0,59.0,0.0,8.0,4.0
2022-02-11,16.0,66.0,0.0,6.0,4.0
2022-02-12,13.0,78.0,0.8,5.0,3.0
2022-02-13,16.0,72.0,0.0,9.0,4.0
2022-02-14,17.0,64.0,0.0,9.0,4.0
2022-02-15,14.0,74.0,9.4,15.0,3.0
2022-02-16,15.0,72.0,0.0,17.0,4.0
2022-02-17,16.0,66.0,0.0,12.0,4.0
2022-02-18,21.0,60.0,0.0,8.0,4.0
2022-02-19,21.0,65.0,0.0,12.0,4.0
2022-02-20,14.0,84.0,1.8,7.0,3.0
2022-02-21,15.0,76.0,0.0,9.0,4.0
2022-02-22,16.0,72.0,1.7,11.0,3.0
2022-02-23,17.0,65.0,0.0,8.0,4.0
2022-02-24,19.0,57.0,0.0,8.0,3.0
2022-02-25,15.0,68.0,0.0,10.0,3.0
2022-02-26,15.0,73.0,0.0,9.0,3.0
2022-02-27,14.0,81.0,6.6,11.0,3.0
2022-02-28,12.0,77.0,18.3,10.0,2.0
2022-03-01,15.0,73.0,6.0,8.0,3.0
2022-03-02,16.0,62.0,0.0,9.0,4.0
2022-03-03,17.0,56.0,0.0,10.0,4.0
2022-03-04,14.0,77.0,13.6,9.0,3.0
2022-03-05,14.0,79.0,19.2,15.0,3.0
2022-03-06,13.0,81.0,9.5,7.0,3.0
2022-03-07,13.0,79.0,1.2,7.0,3.0
2022-03-08,14.0,78.0,4.1,6.0,3.0
2022-03-09,13.0,83.0,8.6,5.0,3.0
2022-03-10,18.0,68.0,0.0,10.0,4.0
2022-03-11,20.0,63.0,0.0,11.0,5.0
2022-03-12,16.0,75.0,5.2,10.0,3.0
2022-03-13,20.0,62.0,0.0,11.0,4.0
2022-03-14,25.0,54.0,0.0,12.0,5.0
2022-03-15,25.0,49.0,0.0,15.0,5.0
2022-03-16,21.0,63.0,0.0,12.0,4.0
2022-03-17,17.0,74.0,0.9,8.0,3.0
2022-03-18,15.0,85.0,3.5,7.0,3.0
2022-03-19,15.0,84.0,1.9,8.0,3.0
2022-03-20,17.0,76.0,1.2,13.0,3.0
2022-03-21,17.0,68.0,1.1,10.0,3.0
2022-03-22,16.0,70.0,2.5,7.0,3.0
2022-03-23,17.0,70.0,0.5,8.0,3.0
2022-03-24,19.0,66.0,0.0,9.0,5.0
2022-03-25,22.0,62.0,0.0,12.0,4.0
2022-03-26,18.0,69.0,0.5,10.0,4.0
2022-03-27,18.0,78.0,1.2,8.0,4.0
2022-03-28,19.0,77.0,0.6,9.0,5.0
2022-03-29,24.0,64.0,2.9,14.0,4.0
2022-03-30,16.0,89.0,14.2,8.0,3.0
2022-03-31,15.0,78.0,8.1,17.0,3.0
2022-04-01,15.0,73.0,16.2,21.0,3.0
2022-04-02,14.0,62.0,3.2,22.0,3.0
2022-04-03,15.0,64.0,0.2,13.0,3.0
2022-04-04,16.0,75.0,0.7,11.0,3.0
2022-04-05,18.0,84.0,0.1,9.0,3.0
2022-04-06,17.0,92.0,0.8,16.0,3.0
2022-04-07,19.0,71.0,1.2,13.0,4.0
2022-04-08,20.0,63.0,0.0,7.0,5.0
2022-04-09,18.0,69.0,0.0,12.0,5.0
2022-04-10,19.0,78.0,0.3,11.0,4.0
2022-04-11,25.0,58.0,0.0,10.0,5.0
2022-04-12,24.0,55.0,0.0,11.0,4.0
2022-04-13,17.0,85.0,28.0,12.0,3.0
2022-04-14,18.0,85.0,37.2,7.0,3.0
2022-04-15,17.0,91.0,7.5,10.0,4.0
2022-04-16,18.0,83.0,1.8,16.0,3.0
2022-04-17,18.0,79.0,0.0,16.0,4.0
2022-04-18,19.0,64.0,0.0,8.0,4.0
2022-04-19,24.0,51.0,0.0,9.0,5.0
2022-04-20,18.0,76.0,1.4,10.0,4.0
2022-04-21,16.0,76.0,12.1,20.0,3.0
2022-04-22,20.0,60.0,0.0,14.0,5.0
2022-04-23,22.0,60.0,0.2,15.0,4.0
2022-04-24,18.0,70.0,0.0,8.0,5.0
2022-04-25,19.0,62.0,0.0,8.0,5.0
2022-04-26,21.0,72.0,0.0,9.0,5.0
2022-04-27,21.0,75.0,0.0,10.0,5.0
2022-04-28,19.0,85.0,2.2,7.0,4.0
2022-04-29,20.0,84.0,3.3,8.0,4.0
